,0,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9,index,plate_well_neuron,disease
71956,0.00996581,0.010967611,,,,,,,,,,,,,,,71957,RGEDIMachineLearning28_G4_3,parkinson
71957,0.020555255,0.109891365,,,,,,,,,,,,,,,71958,RGEDIMachineLearning28_G4_30,parkinson
71958,0.012059169,,,,,,,,,,,,,,,,71959,RGEDIMachineLearning28_G4_31,parkinson
71959,0.009772426,,,,,,,,,,,,,,,,71960,RGEDIMachineLearning28_G4_32,parkinson
71960,0.010385199,,,,,,,,,,,,,,,,71961,RGEDIMachineLearning28_G4_33,parkinson
71961,0.014847207,0.015615322,,,,,,,,,,,,,,,71962,RGEDIMachineLearning28_G4_34,parkinson
71962,0.117655156,,,,,,,,,,,,,,,,71963,RGEDIMachineLearning28_G4_4,parkinson
71963,0.012765412,,,,,,,,,,,,,,,,71964,RGEDIMachineLearning28_G4_5,parkinson
71964,0.014046629,0.015329761,,,,,,,,,,,,,,,71965,RGEDIMachineLearning28_G4_6,parkinson
71965,0.009997224,,,,,,,,,,,,,,,,71966,RGEDIMachineLearning28_G4_7,parkinson
71966,0.015331503,,,,,,,,,,,,,,,,71967,RGEDIMachineLearning28_G4_8,parkinson
71967,0.013245006,0.08935057,,,,,,,,,,,,,,,71968,RGEDIMachineLearning28_G4_9,parkinson
71968,0.081856106,,,,,,,,,,,,,,,,71969,RGEDIMachineLearning28_G5_1,parkinson
71969,0.012914764,0.015291343,,,,,,,0.01678311,0.016846743,,,,,,,71970,RGEDIMachineLearning28_G5_10,parkinson
71970,0.131003719,0.127022665,,,,,,,,,,,,,,,71971,RGEDIMachineLearning28_G5_11,parkinson
71971,0.012343953,0.01362305,,,,,,,,,,,,,,,71972,RGEDIMachineLearning28_G5_12,parkinson
71972,0.010483397,,,,,,,,,,,,,,,,71973,RGEDIMachineLearning28_G5_13,parkinson
71973,0.013715511,,,,,,,,,,,,,,,,71974,RGEDIMachineLearning28_G5_14,parkinson
71974,0.010420515,0.011403367,,,,,,,0.123141772,,,,,,,,71975,RGEDIMachineLearning28_G5_15,parkinson
71975,0.012570625,0.01441891,,,,,,,,,,,,,,,71976,RGEDIMachineLearning28_G5_16,parkinson
71976,0.012112824,0.014483712,,,,,,,,,,,,,,,71977,RGEDIMachineLearning28_G5_17,parkinson
71977,0.092882481,,,,,,,,,,,,,,,,71978,RGEDIMachineLearning28_G5_18,parkinson
71978,0.059177406,,,,,,,,,,,,,,,,71979,RGEDIMachineLearning28_G5_19,parkinson
71979,0.013674686,0.017189111,,,,,,,0.018501176,0.017593025,,,,,,,71980,RGEDIMachineLearning28_G5_2,parkinson
71980,0.009905642,,,,,,,,,,,,,,,,71981,RGEDIMachineLearning28_G5_20,parkinson
71981,0.010183188,0.010823109,,,,,,,,,,,,,,,71982,RGEDIMachineLearning28_G5_21,parkinson
71982,0.008849477,,,,,,,,,,,,,,,,71983,RGEDIMachineLearning28_G5_22,parkinson
71983,0.012357247,0.013864759,,,,,,,0.015365763,0.014811404,0.015038906,,,,,,71984,RGEDIMachineLearning28_G5_23,parkinson
71984,0.013589129,0.014128011,,,,,,,,,,,,,,,71985,RGEDIMachineLearning28_G5_24,parkinson
71985,0.018695186,,,,,,,,,,,,,,,,71986,RGEDIMachineLearning28_G5_25,parkinson
71986,0.013384218,,,,,,,,,,,,,,,,71987,RGEDIMachineLearning28_G5_26,parkinson
71987,0.013230922,,,,,,,,,,,,,,,,71988,RGEDIMachineLearning28_G5_27,parkinson
71988,0.009480004,0.013141008,,,,,,,0.016912387,,,,,,,,71989,RGEDIMachineLearning28_G5_28,parkinson
71989,0.100529055,,,,,,,,,,,,,,,,71990,RGEDIMachineLearning28_G5_29,parkinson
71990,0.103651551,,,,,,,,,,,,,,,,71991,RGEDIMachineLearning28_G5_3,parkinson
71991,0.013280642,,,,,,,,,,,,,,,,71992,RGEDIMachineLearning28_G5_30,parkinson
71992,0.102447408,,,,,,,,,,,,,,,,71993,RGEDIMachineLearning28_G5_31,parkinson
71993,0.009965004,,,,,,,,,,,,,,,,71994,RGEDIMachineLearning28_G5_32,parkinson
71994,0.009783822,0.009709412,,,,,,,,,,,,,,,71995,RGEDIMachineLearning28_G5_33,parkinson
71995,0.101370665,0.00652644,,,,,,,,,,,,,,,71996,RGEDIMachineLearning28_G5_34,parkinson
71996,0.012837933,0.115457942,,,,,,,,,,,,,,,71997,RGEDIMachineLearning28_G5_35,parkinson
71997,0.009903205,0.061141129,,,,,,,0.010076486,0.010993804,,,,,,,71998,RGEDIMachineLearning28_G5_36,parkinson
71998,0.00957006,,,,,,,,,,,,,,,,71999,RGEDIMachineLearning28_G5_4,parkinson
71999,0.013901148,,,,,,,,,,,,,,,,72000,RGEDIMachineLearning28_G5_5,parkinson
72000,0.013541162,0.018792766,,,,,,,,,,,,,,,72001,RGEDIMachineLearning28_G5_6,parkinson
72001,0.010367094,,,,,,,,,,,,,,,,72002,RGEDIMachineLearning28_G5_7,parkinson
72002,0.011580254,0.013695547,,,,,,,0.106467761,,,,,,,,72003,RGEDIMachineLearning28_G5_8,parkinson
72003,0.011024124,0.012419693,,,,,,,,,,,,,,,72004,RGEDIMachineLearning28_G5_9,parkinson
72004,0.010820538,0.013577934,,,,,,,0.135974289,,,,,,,,72005,RGEDIMachineLearning28_G6_1,parkinson
72005,0.009302065,0.012993619,,,,,,,,,,,,,,,72006,RGEDIMachineLearning28_G6_10,parkinson
72006,0.010286869,,,,,,,,,,,,,,,,72007,RGEDIMachineLearning28_G6_11,parkinson
72007,0.013498521,0.015308394,,,,,,,0.15887011,,,,,,,,72008,RGEDIMachineLearning28_G6_12,parkinson
72008,0.006404855,,,,,,,,,,,,,,,,72009,RGEDIMachineLearning28_G6_13,parkinson
72009,0.110389256,,,,,,,,,,,,,,,,72010,RGEDIMachineLearning28_G6_14,parkinson
72010,0.013850698,0.012782353,,,,,,,0.136117484,,,,,,,,72011,RGEDIMachineLearning28_G6_15,parkinson
72011,0.011153048,,,,,,,,,,,,,,,,72012,RGEDIMachineLearning28_G6_16,parkinson
72012,0.009094491,0.014405581,,,,,,,,,,,,,,,72013,RGEDIMachineLearning28_G6_17,parkinson
72013,0.010910087,0.014635598,,,,,,,0.133849436,0.123891694,,,,,,,72014,RGEDIMachineLearning28_G6_18,parkinson
72014,0.013162566,0.01567978,,,,,,,,,,,,,,,72015,RGEDIMachineLearning28_G6_19,parkinson
72015,0.013536486,,,,,,,,,,,,,,,,72016,RGEDIMachineLearning28_G6_2,parkinson
72016,0.092334524,,,,,,,,,,,,,,,,72017,RGEDIMachineLearning28_G6_20,parkinson
72017,0.021728778,,,,,,,,,,,,,,,,72018,RGEDIMachineLearning28_G6_21,parkinson
72018,0.098379894,,,,,,,,,,,,,,,,72019,RGEDIMachineLearning28_G6_22,parkinson
72019,0.012201645,0.020844868,,,,,,,0.015259671,,,,,,,,72020,RGEDIMachineLearning28_G6_23,parkinson
72020,0.011716951,,,,,,,,,,,,,,,,72021,RGEDIMachineLearning28_G6_3,parkinson
72021,0.116506243,0.105425574,,,,,,,,,,,,,,,72022,RGEDIMachineLearning28_G6_4,parkinson
72022,0.067566681,,,,,,,,,,,,,,,,72023,RGEDIMachineLearning28_G6_5,parkinson
72023,0.118697171,,,,,,,,,,,,,,,,72024,RGEDIMachineLearning28_G6_6,parkinson
72024,0.011925958,,,,,,,,,,,,,,,,72025,RGEDIMachineLearning28_G6_7,parkinson
72025,0.010134414,0.012290793,,,,,,,0.129586455,,,,,,,,72026,RGEDIMachineLearning28_G6_8,parkinson
72026,0.011690975,,,,,,,,,,,,,,,,72027,RGEDIMachineLearning28_G6_9,parkinson
72027,0.011437016,,,,,,,,,,,,,,,,72028,RGEDIMachineLearning28_G7_1,parkinson
72028,0.013289993,,,,,,,,,,,,,,,,72029,RGEDIMachineLearning28_G7_10,parkinson
72029,0.01351591,0.014811907,,,,,,,,,,,,,,,72030,RGEDIMachineLearning28_G7_11,parkinson
72030,0.018094314,,,,,,,,,,,,,,,,72031,RGEDIMachineLearning28_G7_12,parkinson
72031,0.014630014,,,,,,,,,,,,,,,,72032,RGEDIMachineLearning28_G7_13,parkinson
72032,0.010842259,,,,,,,,,,,,,,,,72033,RGEDIMachineLearning28_G7_14,parkinson
72033,0.111830978,,,,,,,,,,,,,,,,72034,RGEDIMachineLearning28_G7_15,parkinson
72034,0.01288888,,,,,,,,,,,,,,,,72035,RGEDIMachineLearning28_G7_16,parkinson
72035,0.013397851,,,,,,,,,,,,,,,,72036,RGEDIMachineLearning28_G7_17,parkinson
72036,0.011489287,0.010925601,,,,,,,,,,,,,,,72037,RGEDIMachineLearning28_G7_18,parkinson
72037,0.01796046,,,,,,,,,,,,,,,,72038,RGEDIMachineLearning28_G7_19,parkinson
72038,0.010645046,0.013105346,,,,,,,0.111546045,,,,,,,,72039,RGEDIMachineLearning28_G7_2,parkinson
72039,0.105918406,,,,,,,,,,,,,,,,72040,RGEDIMachineLearning28_G7_20,parkinson
72040,0.008869878,,,,,,,,,,,,,,,,72041,RGEDIMachineLearning28_G7_21,parkinson
72041,0.011134465,0.009188509,,,,,,,,,,,,,,,72042,RGEDIMachineLearning28_G7_22,parkinson
72042,0.010129621,,,,,,,,,,,,,,,,72043,RGEDIMachineLearning28_G7_23,parkinson
72043,0.012737859,,,,,,,,,,,,,,,,72044,RGEDIMachineLearning28_G7_24,parkinson
72044,0.011507006,0.015045939,,,,,,,0.01551201,0.070662933,0.020193296,0.019266304,0.057930629,0.079506251,,,72045,RGEDIMachineLearning28_G7_25,parkinson
72045,0.012289566,0.013491925,,,,,,,,,,,,,,,72046,RGEDIMachineLearning28_G7_26,parkinson
72046,0.013337618,,,,,,,,,,,,,,,,72047,RGEDIMachineLearning28_G7_27,parkinson
72047,0.008061834,0.00981685,,,,,,,,,,,,,,,72048,RGEDIMachineLearning28_G7_28,parkinson
72048,0.012896524,0.086551668,,,,,,,,,,,,,,,72049,RGEDIMachineLearning28_G7_29,parkinson
72049,0.01487644,,,,,,,,,,,,,,,,72050,RGEDIMachineLearning28_G7_3,parkinson
72050,0.013112705,0.096041895,,,,,,,,,,,,,,,72051,RGEDIMachineLearning28_G7_4,parkinson
72051,0.016707857,,,,,,,,,,,,,,,,72052,RGEDIMachineLearning28_G7_5,parkinson
72052,0.011483809,0.014756212,,,,,,,0.121223341,,,,,,,,72053,RGEDIMachineLearning28_G7_6,parkinson
72053,0.009253967,0.095702794,,,,,,,,,,,,,,,72054,RGEDIMachineLearning28_G7_7,parkinson
72054,0.011208162,0.013049988,,,,,,,,,,,,,,,72055,RGEDIMachineLearning28_G7_8,parkinson
72055,0.011048993,,,,,,,,,,,,,,,,72056,RGEDIMachineLearning28_G7_9,parkinson
72056,0.013179607,0.146961453,,,,,,,,,,,,,,,72057,RGEDIMachineLearning28_G8_1,parkinson
72057,0.013171936,,,,,,,,,,,,,,,,72058,RGEDIMachineLearning28_G8_10,parkinson
72058,0.012961473,,,,,,,,,,,,,,,,72059,RGEDIMachineLearning28_G8_11,parkinson
72059,0.101512385,,,,,,,,,,,,,,,,72060,RGEDIMachineLearning28_G8_12,parkinson
72060,0.010455904,0.108864089,,,,,,,,,,,,,,,72061,RGEDIMachineLearning28_G8_13,parkinson
72061,0.010568604,0.011332379,,,,,,,0.011949869,0.10452995,,,,,,,72062,RGEDIMachineLearning28_G8_14,parkinson
72062,0.00974135,,,,,,,,,,,,,,,,72063,RGEDIMachineLearning28_G8_15,parkinson
72063,0.010988561,,,,,,,,,,,,,,,,72064,RGEDIMachineLearning28_G8_16,parkinson
72064,0.01177539,0.083947156,,,,,,,,,,,,,,,72065,RGEDIMachineLearning28_G8_17,parkinson
72065,0.011084591,,,,,,,,,,,,,,,,72066,RGEDIMachineLearning28_G8_18,parkinson
72066,0.128807086,,,,,,,,,,,,,,,,72067,RGEDIMachineLearning28_G8_19,parkinson
72067,0.111590935,,,,,,,,,,,,,,,,72068,RGEDIMachineLearning28_G8_2,parkinson
72068,0.010895042,0.082065596,,,,,,,,,,,,,,,72069,RGEDIMachineLearning28_G8_20,parkinson
72069,0.062699393,,,,,,,,,,,,,,,,72070,RGEDIMachineLearning28_G8_21,parkinson
72070,0.013283341,,,,,,,,,,,,,,,,72071,RGEDIMachineLearning28_G8_22,parkinson
72071,0.069083984,,,,,,,,,,,,,,,,72072,RGEDIMachineLearning28_G8_23,parkinson
72072,0.099329378,,,,,,,,,,,,,,,,72073,RGEDIMachineLearning28_G8_24,parkinson
72073,0.010686859,0.083571968,,,,,,,,,,,,,,,72074,RGEDIMachineLearning28_G8_25,parkinson
72074,0.01146967,,,,,,,,,,,,,,,,72075,RGEDIMachineLearning28_G8_26,parkinson
72075,0.086450362,,,,,,,,,,,,,,,,72076,RGEDIMachineLearning28_G8_27,parkinson
72076,0.016135129,,,,,,,,,,,,,,,,72077,RGEDIMachineLearning28_G8_28,parkinson
72077,0.049126046,,,,,,,,,,,,,,,,72078,RGEDIMachineLearning28_G8_29,parkinson
72078,0.008585863,,,,,,,,,,,,,,,,72079,RGEDIMachineLearning28_G8_3,parkinson
72079,0.011432037,0.013244662,,,,,,,0.015129419,0.013104523,,,,,,,72080,RGEDIMachineLearning28_G8_30,parkinson
72080,0.08526082,,,,,,,,,,,,,,,,72081,RGEDIMachineLearning28_G8_31,parkinson
72081,0.01284527,0.011796056,,,,,,,,,,,,,,,72082,RGEDIMachineLearning28_G8_32,parkinson
72082,0.016684539,0.016767391,,,,,,,0.017840964,0.019516301,0.023111452,0.168815806,0.187005977,0.173198128,,,72083,RGEDIMachineLearning28_G8_33,parkinson
72083,0.009941039,,,,,,,,,,,,,,,,72084,RGEDIMachineLearning28_G8_34,parkinson
72084,0.010392057,,,,,,,,,,,,,,,,72085,RGEDIMachineLearning28_G8_35,parkinson
72085,0.018288032,0.090472565,,,,,,,,,,,,,,,72086,RGEDIMachineLearning28_G8_36,parkinson
72086,0.018773367,0.01458721,,,,,,,0.014548191,,,,,,,,72087,RGEDIMachineLearning28_G8_37,parkinson
72087,0.070666131,,,,,,,,,,,,,,,,72088,RGEDIMachineLearning28_G8_4,parkinson
72088,0.077117399,,,,,,,,,,,,,,,,72089,RGEDIMachineLearning28_G8_5,parkinson
72089,0.012315943,,,,,,,,,,,,,,,,72090,RGEDIMachineLearning28_G8_6,parkinson
72090,0.010472993,,,,,,,,,,,,,,,,72091,RGEDIMachineLearning28_G8_7,parkinson
72091,0.012191337,0.012320808,,,,,,,,,,,,,,,72092,RGEDIMachineLearning28_G8_8,parkinson
72092,0.011892172,0.015618733,,,,,,,,,,,,,,,72093,RGEDIMachineLearning28_G8_9,parkinson
72093,0.102194513,,,,,,,,,,,,,,,,72094,RGEDIMachineLearning28_G9_1,parkinson
72094,0.006793522,,,,,,,,,,,,,,,,72095,RGEDIMachineLearning28_G9_10,parkinson
72095,0.088700776,,,,,,,,,,,,,,,,72096,RGEDIMachineLearning28_G9_11,parkinson
72096,0.011733484,0.014367356,,,,,,,0.016213043,0.116398501,,,,,,,72097,RGEDIMachineLearning28_G9_12,parkinson
72097,0.072096278,,,,,,,,,,,,,,,,72098,RGEDIMachineLearning28_G9_13,parkinson
72098,0.009980753,,,,,,,,,,,,,,,,72099,RGEDIMachineLearning28_G9_14,parkinson
72099,0.093210025,,,,,,,,,,,,,,,,72100,RGEDIMachineLearning28_G9_15,parkinson
72100,0.010693982,0.068041802,,,,,,,,,,,,,,,72101,RGEDIMachineLearning28_G9_16,parkinson
72101,0.075997342,,,,,,,,,,,,,,,,72102,RGEDIMachineLearning28_G9_2,parkinson
72102,0.011043509,,,,,,,,,,,,,,,,72103,RGEDIMachineLearning28_G9_3,parkinson
72103,0.011571566,,,,,,,,,,,,,,,,72104,RGEDIMachineLearning28_G9_4,parkinson
72104,0.013955297,,,,,,,,,,,,,,,,72105,RGEDIMachineLearning28_G9_5,parkinson
72105,0.008112618,0.010747983,,,,,,,,,,,,,,,72106,RGEDIMachineLearning28_G9_6,parkinson
72106,0.011301687,,,,,,,,,,,,,,,,72107,RGEDIMachineLearning28_G9_7,parkinson
72107,0.01332689,0.120725357,,,,,,,,,,,,,,,72108,RGEDIMachineLearning28_G9_8,parkinson
72108,0.018300333,,,,,,,,,,,,,,,,72109,RGEDIMachineLearning28_G9_9,parkinson
72109,0.012241028,,,,,,,,,,,,,,,,72110,RGEDIMachineLearning28_H1_1,parkinson
72110,0.058333512,,,,,,,,,,,,,,,,72111,RGEDIMachineLearning28_H1_10,parkinson
72111,0.008275846,,,,,,,,,,,,,,,,72112,RGEDIMachineLearning28_H1_11,parkinson
72112,0.011928937,0.012995974,,,,,,,,,,,,,,,72113,RGEDIMachineLearning28_H1_12,parkinson
72113,0.126894685,,,,,,,,,,,,,,,,72114,RGEDIMachineLearning28_H1_13,parkinson
72114,0.013328853,,,,,,,,,,,,,,,,72115,RGEDIMachineLearning28_H1_14,parkinson
72115,0.010933608,0.013630135,,,,,,,,,,,,,,,72116,RGEDIMachineLearning28_H1_15,parkinson
72116,0.113326312,,,,,,,,,,,,,,,,72117,RGEDIMachineLearning28_H1_16,parkinson
72117,0.108808701,,,,,,,,,,,,,,,,72118,RGEDIMachineLearning28_H1_17,parkinson
72118,0.141873497,,,,,,,,,,,,,,,,72119,RGEDIMachineLearning28_H1_18,parkinson
72119,0.011299309,0.036490882,,,,,,,0.011953955,,,,,,,,72120,RGEDIMachineLearning28_H1_19,parkinson
72120,0.060577457,,,,,,,,,,,,,,,,72121,RGEDIMachineLearning28_H1_2,parkinson
72121,0.014822685,0.016968466,,,,,,,0.150584865,,,,,,,,72122,RGEDIMachineLearning28_H1_20,parkinson
72122,0.012874561,0.014068719,,,,,,,,,,,,,,,72123,RGEDIMachineLearning28_H1_21,parkinson
72123,0.011076734,0.012505086,,,,,,,,,,,,,,,72124,RGEDIMachineLearning28_H1_22,parkinson
72124,0.012801606,0.012331902,,,,,,,0.120785113,,,,,,,,72125,RGEDIMachineLearning28_H1_23,parkinson
72125,0.093413987,,,,,,,,,,,,,,,,72126,RGEDIMachineLearning28_H1_24,parkinson
72126,0.013481303,0.034895745,,,,,,,,,,,,,,,72127,RGEDIMachineLearning28_H1_25,parkinson
72127,0.015787018,0.016922503,,,,,,,,,,,,,,,72128,RGEDIMachineLearning28_H1_26,parkinson
72128,0.116133462,,,,,,,,,,,,,,,,72129,RGEDIMachineLearning28_H1_27,parkinson
72129,0.018785951,0.020125991,,,,,,,0.022662485,0.021806817,0.022034845,0.01823285,0.138812315,,,,72130,RGEDIMachineLearning28_H1_28,parkinson
72130,0.073805469,,,,,,,,,,,,,,,,72131,RGEDIMachineLearning28_H1_29,parkinson
72131,0.013468169,0.014724835,,,,,,,0.017048019,,,,,,,,72132,RGEDIMachineLearning28_H1_3,parkinson
72132,0.124532227,,,,,,,,,,,,,,,,72133,RGEDIMachineLearning28_H1_30,parkinson
72133,0.079124364,,,,,,,,,,,,,,,,72134,RGEDIMachineLearning28_H1_31,parkinson
72134,0.013316376,0.016385468,,,,,,,,,,,,,,,72135,RGEDIMachineLearning28_H1_32,parkinson
72135,0.015661766,,,,,,,,,,,,,,,,72136,RGEDIMachineLearning28_H1_33,parkinson
72136,0.018263374,0.014389738,,,,,,,0.013100767,0.012906626,0.016625234,,,,,,72137,RGEDIMachineLearning28_H1_34,parkinson
72137,0.119881015,,,,,,,,,,,,,,,,72138,RGEDIMachineLearning28_H1_4,parkinson
72138,0.009377809,,,,,,,,,,,,,,,,72139,RGEDIMachineLearning28_H1_5,parkinson
72139,0.010021592,,,,,,,,,,,,,,,,72140,RGEDIMachineLearning28_H1_6,parkinson
72140,0.014132508,,,,,,,,,,,,,,,,72141,RGEDIMachineLearning28_H1_7,parkinson
72141,0.011344285,,,,,,,,,,,,,,,,72142,RGEDIMachineLearning28_H1_8,parkinson
72142,0.012776406,0.141400614,,,,,,,,,,,,,,,72143,RGEDIMachineLearning28_H1_9,parkinson
72143,0.010672954,0.011179213,,,,,,,0.012664479,0.013842694,0.013230017,0.012716542,0.013257761,0.137201915,,,72144,RGEDIMachineLearning28_H10_1,parkinson
72144,0.013637755,0.011730322,,,,,,,0.014925699,0.015709155,0.095786191,,,,,,72145,RGEDIMachineLearning28_H10_10,parkinson
72145,0.010244724,0.013433972,,,,,,,,,,,,,,,72146,RGEDIMachineLearning28_H10_11,parkinson
72146,0.009229875,0.063625371,,,,,,,,,,,,,,,72147,RGEDIMachineLearning28_H10_12,parkinson
72147,0.098737911,,,,,,,,,,,,,,,,72148,RGEDIMachineLearning28_H10_13,parkinson
72148,0.013764048,0.01326977,,,,,,,,,,,,,,,72149,RGEDIMachineLearning28_H10_14,parkinson
72149,0.013313475,0.115765856,,,,,,,,,,,,,,,72150,RGEDIMachineLearning28_H10_15,parkinson
72150,0.027702708,,,,,,,,,,,,,,,,72151,RGEDIMachineLearning28_H10_16,parkinson
72151,0.110665639,,,,,,,,,,,,,,,,72152,RGEDIMachineLearning28_H10_17,parkinson
72152,0.131678841,,,,,,,,,,,,,,,,72153,RGEDIMachineLearning28_H10_18,parkinson
72153,0.014757785,0.01313348,,,,,,,,,,,,,,,72154,RGEDIMachineLearning28_H10_19,parkinson
72154,0.00844759,,,,,,,,,,,,,,,,72155,RGEDIMachineLearning28_H10_2,parkinson
72155,0.013289869,,,,,,,,,,,,,,,,72156,RGEDIMachineLearning28_H10_3,parkinson
72156,0.008594346,,,,,,,,,,,,,,,,72157,RGEDIMachineLearning28_H10_4,parkinson
72157,0.010621896,,,,,,,,,,,,,,,,72158,RGEDIMachineLearning28_H10_5,parkinson
72158,0.012092322,0.013994958,,,,,,,,,,,,,,,72159,RGEDIMachineLearning28_H10_6,parkinson
72159,0.010966319,0.089831344,,,,,,,,,,,,,,,72160,RGEDIMachineLearning28_H10_7,parkinson
72160,0.11363348,,,,,,,,,,,,,,,,72161,RGEDIMachineLearning28_H10_8,parkinson
72161,0.00762079,,,,,,,,,,,,,,,,72162,RGEDIMachineLearning28_H10_9,parkinson
72162,0.010923868,,,,,,,,,,,,,,,,72163,RGEDIMachineLearning28_H11_1,parkinson
72163,0.017176122,,,,,,,,,,,,,,,,72164,RGEDIMachineLearning28_H11_10,parkinson
72164,0.118654623,,,,,,,,,,,,,,,,72165,RGEDIMachineLearning28_H11_11,parkinson
72165,0.008566211,0.01270953,,,,,,,,,,,,,,,72166,RGEDIMachineLearning28_H11_12,parkinson
72166,0.06831687,,,,,,,,,,,,,,,,72167,RGEDIMachineLearning28_H11_13,parkinson
72167,0.013828668,,,,,,,,,,,,,,,,72168,RGEDIMachineLearning28_H11_14,parkinson
72168,0.014276846,0.013286001,,,,,,,0.016745576,0.014666759,0.01483265,0.102697388,,,,,72169,RGEDIMachineLearning28_H11_15,parkinson
72169,0.012873863,,,,,,,,,,,,,,,,72170,RGEDIMachineLearning28_H11_16,parkinson
72170,0.015488702,0.01504344,,,,,,,0.013714311,,,,,,,,72171,RGEDIMachineLearning28_H11_17,parkinson
72171,0.008968057,0.011834535,,,,,,,,,,,,,,,72172,RGEDIMachineLearning28_H11_2,parkinson
72172,0.013265997,0.017521348,,,,,,,0.01786888,,,,,,,,72173,RGEDIMachineLearning28_H11_3,parkinson
72173,0.078364185,,,,,,,,,,,,,,,,72174,RGEDIMachineLearning28_H11_4,parkinson
72174,0.010652381,0.012142274,,,,,,,,,,,,,,,72175,RGEDIMachineLearning28_H11_5,parkinson
72175,0.010134268,,,,,,,,,,,,,,,,72176,RGEDIMachineLearning28_H11_6,parkinson
72176,0.012826688,,,,,,,,,,,,,,,,72177,RGEDIMachineLearning28_H11_7,parkinson
72177,0.01674492,,,,,,,,,,,,,,,,72178,RGEDIMachineLearning28_H11_8,parkinson
72178,0.062990537,0.007163266,,,,,,,,,,,,,,,72179,RGEDIMachineLearning28_H11_9,parkinson
72179,0.014929903,,,,,,,,,,,,,,,,72180,RGEDIMachineLearning28_H12_1,parkinson
72180,0.012052847,,,,,,,,,,,,,,,,72181,RGEDIMachineLearning28_H12_10,parkinson
72181,0.019977327,0.015429387,,,,,,,,,,,,,,,72182,RGEDIMachineLearning28_H12_11,parkinson
72182,0.01517931,,,,,,,,,,,,,,,,72183,RGEDIMachineLearning28_H12_12,parkinson
72183,0.012288534,,,,,,,,,,,,,,,,72184,RGEDIMachineLearning28_H12_13,parkinson
72184,0.0754419,,,,,,,,,,,,,,,,72185,RGEDIMachineLearning28_H12_14,parkinson
72185,0.010437236,0.057997393,,,,,,,,,,,,,,,72186,RGEDIMachineLearning28_H12_15,parkinson
72186,0.013206187,,,,,,,,,,,,,,,,72187,RGEDIMachineLearning28_H12_16,parkinson
72187,0.048974264,,,,,,,,,,,,,,,,72188,RGEDIMachineLearning28_H12_17,parkinson
72188,0.011080161,0.099438227,,,,,,,0.007791917,0.008192966,0.010132352,0.010221133,0.00983013,,,,72189,RGEDIMachineLearning28_H12_18,parkinson
72189,0.014577443,,,,,,,,,,,,,,,,72190,RGEDIMachineLearning28_H12_19,parkinson
72190,0.083740585,,,,,,,,,,,,,,,,72191,RGEDIMachineLearning28_H12_2,parkinson
72191,0.020645497,,,,,,,,,,,,,,,,72192,RGEDIMachineLearning28_H12_20,parkinson
72192,0.101910879,,,,,,,,,,,,,,,,72193,RGEDIMachineLearning28_H12_21,parkinson
72193,0.113309115,,,,,,,,,,,,,,,,72194,RGEDIMachineLearning28_H12_22,parkinson
72194,0.026700655,,,,,,,,,,,,,,,,72195,RGEDIMachineLearning28_H12_23,parkinson
72195,0.024543703,0.018760217,,,,,,,0.018319728,,,,,,,,72196,RGEDIMachineLearning28_H12_24,parkinson
72196,0.103374937,,,,,,,,,,,,,,,,72197,RGEDIMachineLearning28_H12_25,parkinson
72197,0.020446849,0.020101904,,,,,,,0.019356805,,,,,,,,72198,RGEDIMachineLearning28_H12_26,parkinson
72198,0.017227537,,,,,,,,,,,,,,,,72199,RGEDIMachineLearning28_H12_27,parkinson
72199,0.017647326,0.155286419,,,,,,,,,,,,,,,72200,RGEDIMachineLearning28_H12_28,parkinson
72200,0.027465619,,,,,,,,,,,,,,,,72201,RGEDIMachineLearning28_H12_29,parkinson
72201,0.014654058,0.017878644,,,,,,,,,,,,,,,72202,RGEDIMachineLearning28_H12_3,parkinson
72202,0.015954037,0.014705695,,,,,,,0.022069827,,,,,,,,72203,RGEDIMachineLearning28_H12_30,parkinson
72203,0.092981158,,,,,,,,,,,,,,,,72204,RGEDIMachineLearning28_H12_31,parkinson
72204,0.105294304,,,,,,,,,,,,,,,,72205,RGEDIMachineLearning28_H12_32,parkinson
72205,0.034305122,0.021135475,,,,,,,0.019357291,0.020705175,0.032989,,,,,,72206,RGEDIMachineLearning28_H12_33,parkinson
72206,0.016657191,0.088399711,,,,,,,,,,,,,,,72207,RGEDIMachineLearning28_H12_34,parkinson
72207,0.083889002,,,,,,,,,,,,,,,,72208,RGEDIMachineLearning28_H12_35,parkinson
72208,0.065074641,,,,,,,,,,,,,,,,72209,RGEDIMachineLearning28_H12_36,parkinson
72209,0.015504656,0.121985165,,,,,,,,,,,,,,,72210,RGEDIMachineLearning28_H12_37,parkinson
72210,0.017122889,0.010255331,,,,,,,0.014725456,,,,,,,,72211,RGEDIMachineLearning28_H12_38,parkinson
72211,0.010940212,,,,,,,,,,,,,,,,72212,RGEDIMachineLearning28_H12_4,parkinson
72212,0.011852521,0.014216378,,,,,,,0.149374751,,,,,,,,72213,RGEDIMachineLearning28_H12_5,parkinson
72213,0.009993981,,,,,,,,,,,,,,,,72214,RGEDIMachineLearning28_H12_6,parkinson
72214,0.017750367,,,,,,,,,,,,,,,,72215,RGEDIMachineLearning28_H12_7,parkinson
72215,0.015080705,,,,,,,,,,,,,,,,72216,RGEDIMachineLearning28_H12_8,parkinson
