index,plate_well_neuron,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
16104,PID20170214_RGEDIMachineLearning25_C11_7,0.018022435,0.020104117,0.019815677,0.021871452,0.022787678,0.022121831,NA,NA,NA,NA,NA,NA,NA,NA,NA
16105,PID20170214_RGEDIMachineLearning25_C11_8,0.143827929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16106,PID20170214_RGEDIMachineLearning25_C11_9,0.01537466,0.01831706,0.020296123,0.021546759,0.026163051,0.026197432,NA,NA,NA,NA,NA,NA,NA,NA,NA
16107,PID20170214_RGEDIMachineLearning25_C12_1,0.018833608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16108,PID20170214_RGEDIMachineLearning25_C12_10,0.015847808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16109,PID20170214_RGEDIMachineLearning25_C12_11,0.014669946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16110,PID20170214_RGEDIMachineLearning25_C12_12,0.01785936,0.019919013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16111,PID20170214_RGEDIMachineLearning25_C12_13,0.017275031,0.021191912,0.02232927,0.023225088,0.02331637,0.024886269,NA,NA,NA,NA,NA,NA,NA,NA,NA
16112,PID20170214_RGEDIMachineLearning25_C12_14,0.016183876,0.02019907,0.023628441,0.023581278,0.023946775,0.026566281,NA,NA,NA,NA,NA,NA,NA,NA,NA
16113,PID20170214_RGEDIMachineLearning25_C12_15,0.016220997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16114,PID20170214_RGEDIMachineLearning25_C12_16,0.017353141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16115,PID20170214_RGEDIMachineLearning25_C12_17,0.017216377,0.01787152,0.017541647,0.018483013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16116,PID20170214_RGEDIMachineLearning25_C12_18,0.017930712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16117,PID20170214_RGEDIMachineLearning25_C12_19,0.016865818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16118,PID20170214_RGEDIMachineLearning25_C12_2,0.017386931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16119,PID20170214_RGEDIMachineLearning25_C12_20,0.134111138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16120,PID20170214_RGEDIMachineLearning25_C12_21,0.019704897,0.020886115,0.017224885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16121,PID20170214_RGEDIMachineLearning25_C12_22,0.023049346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16122,PID20170214_RGEDIMachineLearning25_C12_23,0.124946865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16123,PID20170214_RGEDIMachineLearning25_C12_24,0.161298833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16124,PID20170214_RGEDIMachineLearning25_C12_25,0.01738635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16125,PID20170214_RGEDIMachineLearning25_C12_26,0.02014362,0.021875703,0.020915079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16126,PID20170214_RGEDIMachineLearning25_C12_27,0.022131288,0.023729035,0.158665102,0.161901971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16127,PID20170214_RGEDIMachineLearning25_C12_28,0.016935781,0.017273028,0.018445972,0.019256669,0.017226983,0.016500737,NA,NA,NA,NA,NA,NA,NA,NA,NA
16128,PID20170214_RGEDIMachineLearning25_C12_29,0.017824523,0.020967863,0.0219715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16129,PID20170214_RGEDIMachineLearning25_C12_3,0.014246147,0.018120115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16130,PID20170214_RGEDIMachineLearning25_C12_30,0.006738202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16131,PID20170214_RGEDIMachineLearning25_C12_31,0.013983672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16132,PID20170214_RGEDIMachineLearning25_C12_32,0.017712824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16133,PID20170214_RGEDIMachineLearning25_C12_33,0.139019979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16134,PID20170214_RGEDIMachineLearning25_C12_34,0.019434667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16135,PID20170214_RGEDIMachineLearning25_C12_35,0.017592974,0.018708675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16136,PID20170214_RGEDIMachineLearning25_C12_36,0.01708824,0.018107212,0.019995165,0.020323883,0.022861276,0.025369824,NA,NA,NA,NA,NA,NA,NA,NA,NA
16137,PID20170214_RGEDIMachineLearning25_C12_37,0.149314447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16138,PID20170214_RGEDIMachineLearning25_C12_38,0.016779833,0.018571571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16139,PID20170214_RGEDIMachineLearning25_C12_39,0.014313497,0.016881074,0.018886703,0.019309527,0.018643351,0.022118325,NA,NA,NA,NA,NA,NA,NA,NA,NA
16140,PID20170214_RGEDIMachineLearning25_C12_4,0.017997382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16141,PID20170214_RGEDIMachineLearning25_C12_40,0.176323982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16142,PID20170214_RGEDIMachineLearning25_C12_41,0.140865583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16143,PID20170214_RGEDIMachineLearning25_C12_42,0.015900825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16144,PID20170214_RGEDIMachineLearning25_C12_43,0.015497927,0.020703294,0.018323565,0.019433014,0.018011886,0.184295139,NA,NA,NA,NA,NA,NA,NA,NA,NA
16145,PID20170214_RGEDIMachineLearning25_C12_44,0.019049755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16146,PID20170214_RGEDIMachineLearning25_C12_45,0.014805534,0.018663389,0.016617245,0.018169026,0.018507259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16147,PID20170214_RGEDIMachineLearning25_C12_46,0.015152369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16148,PID20170214_RGEDIMachineLearning25_C12_47,0.015034035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16149,PID20170214_RGEDIMachineLearning25_C12_48,0.017377138,0.018902039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,PID20170214_RGEDIMachineLearning25_C12_49,0.248709559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16151,PID20170214_RGEDIMachineLearning25_C12_5,0.021212404,0.021538419,0.021167771,0.020770252,0.022160004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16152,PID20170214_RGEDIMachineLearning25_C12_50,0.152790858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16153,PID20170214_RGEDIMachineLearning25_C12_51,0.019098513,0.019385675,0.016625116,0.017585392,0.020790903,0.020170602,NA,NA,NA,NA,NA,NA,NA,NA,NA
16154,PID20170214_RGEDIMachineLearning25_C12_52,0.019799644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16155,PID20170214_RGEDIMachineLearning25_C12_53,0.016512553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16156,PID20170214_RGEDIMachineLearning25_C12_54,0.153168349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16157,PID20170214_RGEDIMachineLearning25_C12_55,0.152632719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16158,PID20170214_RGEDIMachineLearning25_C12_56,0.155220495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,PID20170214_RGEDIMachineLearning25_C12_57,0.017755475,0.01973312,0.020568394,0.019768442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16160,PID20170214_RGEDIMachineLearning25_C12_58,0.190285457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16161,PID20170214_RGEDIMachineLearning25_C12_59,0.014405386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16162,PID20170214_RGEDIMachineLearning25_C12_6,0.018086122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16163,PID20170214_RGEDIMachineLearning25_C12_60,0.016237243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16164,PID20170214_RGEDIMachineLearning25_C12_61,0.018390253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16165,PID20170214_RGEDIMachineLearning25_C12_62,0.016435189,0.017790855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16166,PID20170214_RGEDIMachineLearning25_C12_63,0.155828931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16167,PID20170214_RGEDIMachineLearning25_C12_64,0.017772995,0.020411129,0.017793576,0.018090113,0.018404452,0.020915627,NA,NA,NA,NA,NA,NA,NA,NA,NA
16168,PID20170214_RGEDIMachineLearning25_C12_65,0.017033818,0.184666516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16169,PID20170214_RGEDIMachineLearning25_C12_66,0.01688913,0.018160509,0.015326761,0.016602854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16170,PID20170214_RGEDIMachineLearning25_C12_67,0.016210121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16171,PID20170214_RGEDIMachineLearning25_C12_68,0.14826776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16172,PID20170214_RGEDIMachineLearning25_C12_69,0.015686156,0.016167767,0.01980138,0.019308185,0.022039352,0.021457829,NA,NA,NA,NA,NA,NA,NA,NA,NA
16173,PID20170214_RGEDIMachineLearning25_C12_7,0.013734311,0.017054296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16174,PID20170214_RGEDIMachineLearning25_C12_8,0.018585351,0.016238241,0.015831305,0.015658618,0.015243141,0.015177328,NA,NA,NA,NA,NA,NA,NA,NA,NA
16175,PID20170214_RGEDIMachineLearning25_C12_9,0.017199955,0.011330339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16176,PID20170214_RGEDIMachineLearning25_C2_1,0.018947176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16177,PID20170214_RGEDIMachineLearning25_C2_10,0.132117686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16178,PID20170214_RGEDIMachineLearning25_C2_11,0.133046529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16179,PID20170214_RGEDIMachineLearning25_C2_12,0.288677553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16180,PID20170214_RGEDIMachineLearning25_C2_13,0.015222218,0.016738924,0.018533717,0.017691015,0.017658862,0.020650474,NA,NA,NA,NA,NA,NA,NA,NA,NA
16181,PID20170214_RGEDIMachineLearning25_C2_14,0.163043147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16182,PID20170214_RGEDIMachineLearning25_C2_15,0.016914595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16183,PID20170214_RGEDIMachineLearning25_C2_16,0.0125799,0.015106495,0.016789127,0.015647883,0.018805947,0.01708336,NA,NA,NA,NA,NA,NA,NA,NA,NA
16184,PID20170214_RGEDIMachineLearning25_C2_17,0.012602168,0.017736747,0.02041012,0.020605485,0.022028974,0.026456713,NA,NA,NA,NA,NA,NA,NA,NA,NA
16185,PID20170214_RGEDIMachineLearning25_C2_18,0.135695763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16186,PID20170214_RGEDIMachineLearning25_C2_19,0.007745486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16187,PID20170214_RGEDIMachineLearning25_C2_2,0.017396219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16188,PID20170214_RGEDIMachineLearning25_C2_20,0.017290771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16189,PID20170214_RGEDIMachineLearning25_C2_21,0.017296703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16190,PID20170214_RGEDIMachineLearning25_C2_22,0.018357951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16191,PID20170214_RGEDIMachineLearning25_C2_23,0.015652732,0.018860752,0.179480349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16192,PID20170214_RGEDIMachineLearning25_C2_24,0.02426446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16193,PID20170214_RGEDIMachineLearning25_C2_25,0.016763596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16194,PID20170214_RGEDIMachineLearning25_C2_26,0.017084563,0.017754608,0.019024793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16195,PID20170214_RGEDIMachineLearning25_C2_27,0.019325605,0.020423936,0.020564522,0.020627599,0.021001364,0.02485048,NA,NA,NA,NA,NA,NA,NA,NA,NA
16196,PID20170214_RGEDIMachineLearning25_C2_28,0.019820516,0.020390879,0.020441227,0.022851951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16197,PID20170214_RGEDIMachineLearning25_C2_29,0.015383038,0.017338655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16198,PID20170214_RGEDIMachineLearning25_C2_3,0.008470377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16199,PID20170214_RGEDIMachineLearning25_C2_30,0.016525562,0.017669552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16200,PID20170214_RGEDIMachineLearning25_C2_31,0.022078624,0.019839858,0.022739012,0.021104588,0.021591998,0.024392274,NA,NA,NA,NA,NA,NA,NA,NA,NA
16201,PID20170214_RGEDIMachineLearning25_C2_32,0.147458238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16202,PID20170214_RGEDIMachineLearning25_C2_33,0.015281577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16203,PID20170214_RGEDIMachineLearning25_C2_34,0.015751204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16204,PID20170214_RGEDIMachineLearning25_C2_35,0.01807001,0.019284702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16205,PID20170214_RGEDIMachineLearning25_C2_36,0.014684126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16206,PID20170214_RGEDIMachineLearning25_C2_37,0.131851307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16207,PID20170214_RGEDIMachineLearning25_C2_38,0.155125954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16208,PID20170214_RGEDIMachineLearning25_C2_39,0.14569866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16209,PID20170214_RGEDIMachineLearning25_C2_4,0.021290715,0.022584291,0.02208015,0.022840977,0.023188532,0.025457078,NA,NA,NA,NA,NA,NA,NA,NA,NA
16210,PID20170214_RGEDIMachineLearning25_C2_40,0.12606275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16211,PID20170214_RGEDIMachineLearning25_C2_41,0.016850239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16212,PID20170214_RGEDIMachineLearning25_C2_42,0.021837184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16213,PID20170214_RGEDIMachineLearning25_C2_43,0.017546948,0.021283347,0.020819182,0.022077029,0.023504486,0.028685495,NA,NA,NA,NA,NA,NA,NA,NA,NA
16214,PID20170214_RGEDIMachineLearning25_C2_44,0.01737882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16215,PID20170214_RGEDIMachineLearning25_C2_45,0.017315734,0.019021945,0.021611184,0.01990466,0.02014788,0.02362795,NA,NA,NA,NA,NA,NA,NA,NA,NA
16216,PID20170214_RGEDIMachineLearning25_C2_46,0.017543574,0.018113546,0.221684233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16217,PID20170214_RGEDIMachineLearning25_C2_5,0.015148342,0.020970643,0.021922408,0.021605308,0.020472005,0.024443045,NA,NA,NA,NA,NA,NA,NA,NA,NA
16218,PID20170214_RGEDIMachineLearning25_C2_6,0.019847342,0.022064665,0.0221748,0.22034986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16219,PID20170214_RGEDIMachineLearning25_C2_7,0.017318775,0.183433941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16220,PID20170214_RGEDIMachineLearning25_C2_8,0.017424793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16221,PID20170214_RGEDIMachineLearning25_C2_9,0.167419494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16222,PID20170214_RGEDIMachineLearning25_C3_1,0.014201955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16223,PID20170214_RGEDIMachineLearning25_C3_10,0.149309859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16224,PID20170214_RGEDIMachineLearning25_C3_11,0.01595303,0.019566401,0.019326165,0.019654316,0.02091869,0.017111233,NA,NA,NA,NA,NA,NA,NA,NA,NA
16225,PID20170214_RGEDIMachineLearning25_C3_12,0.01734646,0.17477928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16226,PID20170214_RGEDIMachineLearning25_C3_13,0.017313787,0.165586465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16227,PID20170214_RGEDIMachineLearning25_C3_14,0.017931166,0.019391915,0.020361015,0.173792293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16228,PID20170214_RGEDIMachineLearning25_C3_15,0.019475301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16229,PID20170214_RGEDIMachineLearning25_C3_16,0.018223662,0.020565183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16230,PID20170214_RGEDIMachineLearning25_C3_17,0.019369524,0.022792364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16231,PID20170214_RGEDIMachineLearning25_C3_18,0.014650762,0.017079586,0.020067516,0.021220565,0.01955752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16232,PID20170214_RGEDIMachineLearning25_C3_19,0.012629917,0.019375516,0.021228771,0.021604484,0.024122829,0.193849907,NA,NA,NA,NA,NA,NA,NA,NA,NA
16233,PID20170214_RGEDIMachineLearning25_C3_2,0.018715949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16234,PID20170214_RGEDIMachineLearning25_C3_20,0.018832512,0.208878401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16235,PID20170214_RGEDIMachineLearning25_C3_21,0.012861226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16236,PID20170214_RGEDIMachineLearning25_C3_22,0.140882276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16237,PID20170214_RGEDIMachineLearning25_C3_23,0.016232267,0.0222594,0.018642767,0.02017239,0.020550295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16238,PID20170214_RGEDIMachineLearning25_C3_24,0.124912612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16239,PID20170214_RGEDIMachineLearning25_C3_25,0.013776231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16240,PID20170214_RGEDIMachineLearning25_C3_26,0.014036927,0.015675649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16241,PID20170214_RGEDIMachineLearning25_C3_27,0.016158261,0.018515528,0.017697251,0.017790706,0.017404047,0.020028413,NA,NA,NA,NA,NA,NA,NA,NA,NA
16242,PID20170214_RGEDIMachineLearning25_C3_28,0.154844126,0.045328133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16243,PID20170214_RGEDIMachineLearning25_C3_29,0.018326876,0.021902089,0.019613792,0.02088168,0.185226102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16244,PID20170214_RGEDIMachineLearning25_C3_3,0.02213238,0.030621856,0.036815008,0.032561277,0.268546354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16245,PID20170214_RGEDIMachineLearning25_C3_30,0.131143666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16246,PID20170214_RGEDIMachineLearning25_C3_31,0.015974014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16247,PID20170214_RGEDIMachineLearning25_C3_32,0.013201202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16248,PID20170214_RGEDIMachineLearning25_C3_33,0.021013782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16249,PID20170214_RGEDIMachineLearning25_C3_34,0.012678183,0.019112475,0.01502029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16250,PID20170214_RGEDIMachineLearning25_C3_35,0.019611778,0.017936143,0.01372939,0.014000016,0.016342922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16251,PID20170214_RGEDIMachineLearning25_C3_36,0.151547634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16252,PID20170214_RGEDIMachineLearning25_C3_37,0.206527239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16253,PID20170214_RGEDIMachineLearning25_C3_38,0.017764069,0.022501011,0.019412694,0.020383514,0.021066781,0.023609262,NA,NA,NA,NA,NA,NA,NA,NA,NA
16254,PID20170214_RGEDIMachineLearning25_C3_39,0.018662641,0.142952793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16255,PID20170214_RGEDIMachineLearning25_C3_4,0.087939356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16256,PID20170214_RGEDIMachineLearning25_C3_40,0.015580961,0.019345063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16257,PID20170214_RGEDIMachineLearning25_C3_41,0.016216105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16258,PID20170214_RGEDIMachineLearning25_C3_42,0.018091748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16259,PID20170214_RGEDIMachineLearning25_C3_43,0.015480362,0.144737596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16260,PID20170214_RGEDIMachineLearning25_C3_44,0.013003253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16261,PID20170214_RGEDIMachineLearning25_C3_45,0.014410464,0.019990166,0.016831044,0.020867187,0.020088043,0.019455718,NA,NA,NA,NA,NA,NA,NA,NA,NA
16262,PID20170214_RGEDIMachineLearning25_C3_5,0.016374705,0.018362303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16263,PID20170214_RGEDIMachineLearning25_C3_6,0.019132338,0.019070843,0.020067076,0.201712322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16264,PID20170214_RGEDIMachineLearning25_C3_7,0.017859179,0.019700099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16265,PID20170214_RGEDIMachineLearning25_C3_8,0.018118241,0.018532013,0.020064419,0.018376636,0.020493688,0.019776567,NA,NA,NA,NA,NA,NA,NA,NA,NA
16266,PID20170214_RGEDIMachineLearning25_C3_9,0.015459809,0.017683945,0.016132104,0.017262323,0.018461131,0.164837344,NA,NA,NA,NA,NA,NA,NA,NA,NA
16267,PID20170214_RGEDIMachineLearning25_C4_1,0.017773052,0.020090438,0.022841551,0.024089887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16268,PID20170214_RGEDIMachineLearning25_C4_10,0.013001257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16269,PID20170214_RGEDIMachineLearning25_C4_11,0.016560225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16270,PID20170214_RGEDIMachineLearning25_C4_12,0.016256793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16271,PID20170214_RGEDIMachineLearning25_C4_13,0.021099688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16272,PID20170214_RGEDIMachineLearning25_C4_14,0.17862085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16273,PID20170214_RGEDIMachineLearning25_C4_15,0.015739216,0.016208235,0.020035569,0.020114418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16274,PID20170214_RGEDIMachineLearning25_C4_16,0.016188691,0.018942858,0.019232605,0.02119182,0.024706519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16275,PID20170214_RGEDIMachineLearning25_C4_17,0.020558163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16276,PID20170214_RGEDIMachineLearning25_C4_18,0.020194449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16277,PID20170214_RGEDIMachineLearning25_C4_19,0.018730879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16278,PID20170214_RGEDIMachineLearning25_C4_2,0.016928122,0.0185127,0.178618732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16279,PID20170214_RGEDIMachineLearning25_C4_20,0.020573702,0.024043986,0.022351966,0.024475111,0.024139127,0.026516011,NA,NA,NA,NA,NA,NA,NA,NA,NA
