index,plate_well_neuron,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
7200,PID20170214_RGEDIMachineLearning23_D2_24,0.0151504,0.153828108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7201,PID20170214_RGEDIMachineLearning23_D2_25,0.137555958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7202,PID20170214_RGEDIMachineLearning23_D2_26,0.166719141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7203,PID20170214_RGEDIMachineLearning23_D2_27,0.016588836,0.017150076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7204,PID20170214_RGEDIMachineLearning23_D2_28,0.14433259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7205,PID20170214_RGEDIMachineLearning23_D2_29,0.158837666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7206,PID20170214_RGEDIMachineLearning23_D2_3,0.018656664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7207,PID20170214_RGEDIMachineLearning23_D2_30,0.097309644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7208,PID20170214_RGEDIMachineLearning23_D2_31,0.021466806,0.022098829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7209,PID20170214_RGEDIMachineLearning23_D2_32,0.016527605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7210,PID20170214_RGEDIMachineLearning23_D2_33,0.017331545,0.020041397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7211,PID20170214_RGEDIMachineLearning23_D2_34,0.017457016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7212,PID20170214_RGEDIMachineLearning23_D2_35,0.019665641,0.02078506,0.021373464,0.021968642,0.023817372,0.024978068,0.026880704,NA,NA,NA,NA,NA,NA,NA,NA
7213,PID20170214_RGEDIMachineLearning23_D2_36,0.017404281,0.15628574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7214,PID20170214_RGEDIMachineLearning23_D2_37,0.018824524,0.165493429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7215,PID20170214_RGEDIMachineLearning23_D2_38,0.0180169,0.018989215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7216,PID20170214_RGEDIMachineLearning23_D2_39,0.13192532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7217,PID20170214_RGEDIMachineLearning23_D2_4,0.017655261,0.019544716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7218,PID20170214_RGEDIMachineLearning23_D2_40,0.019773066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7219,PID20170214_RGEDIMachineLearning23_D2_41,0.018508474,0.01767415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7220,PID20170214_RGEDIMachineLearning23_D2_42,0.120328015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7221,PID20170214_RGEDIMachineLearning23_D2_43,0.017730558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7222,PID20170214_RGEDIMachineLearning23_D2_44,0.019056043,0.219439434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7223,PID20170214_RGEDIMachineLearning23_D2_45,0.018959523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7224,PID20170214_RGEDIMachineLearning23_D2_46,0.17134044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7225,PID20170214_RGEDIMachineLearning23_D2_47,0.012632918,0.017887925,0.020418581,0.021018364,0.020575218,0.02084632,0.1807749,NA,NA,NA,NA,NA,NA,NA,NA
7226,PID20170214_RGEDIMachineLearning23_D2_48,0.014681173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7227,PID20170214_RGEDIMachineLearning23_D2_49,0.141352754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7228,PID20170214_RGEDIMachineLearning23_D2_5,0.015509201,0.019680767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7229,PID20170214_RGEDIMachineLearning23_D2_50,0.020792514,0.01976469,0.018587029,0.018257026,0.018408612,0.018180543,0.020208984,NA,NA,NA,NA,NA,NA,NA,NA
7230,PID20170214_RGEDIMachineLearning23_D2_51,0.017707864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7231,PID20170214_RGEDIMachineLearning23_D2_52,0.106475758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7232,PID20170214_RGEDIMachineLearning23_D2_53,0.135126522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7233,PID20170214_RGEDIMachineLearning23_D2_54,0.160505398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7234,PID20170214_RGEDIMachineLearning23_D2_55,0.158461489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7235,PID20170214_RGEDIMachineLearning23_D2_56,0.018914555,0.020326899,0.019777955,0.019873377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7236,PID20170214_RGEDIMachineLearning23_D2_57,0.019016165,0.018400149,0.019327389,0.019960232,0.021837961,0.022940281,0.023723311,NA,NA,NA,NA,NA,NA,NA,NA
7237,PID20170214_RGEDIMachineLearning23_D2_58,0.028365256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7238,PID20170214_RGEDIMachineLearning23_D2_59,0.01676734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239,PID20170214_RGEDIMachineLearning23_D2_6,0.019643177,0.021087637,0.020320751,0.020923199,0.021089203,0.020458312,0.021889174,NA,NA,NA,NA,NA,NA,NA,NA
7240,PID20170214_RGEDIMachineLearning23_D2_60,0.030249053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7241,PID20170214_RGEDIMachineLearning23_D2_61,0.018105721,0.019298676,0.021303211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7242,PID20170214_RGEDIMachineLearning23_D2_62,0.137246197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7243,PID20170214_RGEDIMachineLearning23_D2_63,0.123395327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7244,PID20170214_RGEDIMachineLearning23_D2_64,0.149982396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7245,PID20170214_RGEDIMachineLearning23_D2_65,0.137450976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7246,PID20170214_RGEDIMachineLearning23_D2_66,0.01920858,0.019563485,0.021396771,0.021894205,0.020602834,0.023358177,0.206593304,NA,NA,NA,NA,NA,NA,NA,NA
7247,PID20170214_RGEDIMachineLearning23_D2_67,0.019234718,0.022470115,0.024313984,0.022316433,0.022672747,0.021455092,0.021955481,NA,NA,NA,NA,NA,NA,NA,NA
7248,PID20170214_RGEDIMachineLearning23_D2_68,0.171312127,0.017546979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7249,PID20170214_RGEDIMachineLearning23_D2_69,0.016222991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7250,PID20170214_RGEDIMachineLearning23_D2_7,0.020031635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7251,PID20170214_RGEDIMachineLearning23_D2_70,0.015281904,0.171667535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7252,PID20170214_RGEDIMachineLearning23_D2_71,0.124820415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7253,PID20170214_RGEDIMachineLearning23_D2_72,0.01233967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7254,PID20170214_RGEDIMachineLearning23_D2_73,0.138984871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7255,PID20170214_RGEDIMachineLearning23_D2_74,0.019005684,0.01720362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7256,PID20170214_RGEDIMachineLearning23_D2_75,0.025181358,0.138930773,0.050121519,0.046473947,0.0529325,0.051420407,NA,NA,NA,NA,NA,NA,NA,NA,NA
7257,PID20170214_RGEDIMachineLearning23_D2_76,0.018626626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7258,PID20170214_RGEDIMachineLearning23_D2_77,0.01811364,0.018481963,0.020323306,0.020054091,0.019139934,0.022987319,0.028163985,NA,NA,NA,NA,NA,NA,NA,NA
7259,PID20170214_RGEDIMachineLearning23_D2_78,0.163925582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7260,PID20170214_RGEDIMachineLearning23_D2_79,0.019582694,0.021143925,0.020143972,0.021722419,0.022227934,0.022326988,0.0231923,NA,NA,NA,NA,NA,NA,NA,NA
7261,PID20170214_RGEDIMachineLearning23_D2_8,0.013748372,0.019819132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7262,PID20170214_RGEDIMachineLearning23_D2_80,0.014713681,0.017112728,0.014694067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7263,PID20170214_RGEDIMachineLearning23_D2_81,0.156771407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7264,PID20170214_RGEDIMachineLearning23_D2_82,0.025255125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7265,PID20170214_RGEDIMachineLearning23_D2_83,0.018645032,0.019910644,0.019166859,0.019586269,0.019954097,0.022076494,0.11440011,NA,NA,NA,NA,NA,NA,NA,NA
7266,PID20170214_RGEDIMachineLearning23_D2_84,0.018479359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7267,PID20170214_RGEDIMachineLearning23_D2_85,0.018635885,0.019486567,0.021930349,0.0205899,0.022662479,0.023131094,NA,NA,NA,NA,NA,NA,NA,NA,NA
7268,PID20170214_RGEDIMachineLearning23_D2_9,0.017283837,0.02036677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7269,PID20170214_RGEDIMachineLearning23_D3_1,0.015984856,0.01974042,0.02158837,0.02079089,0.021113483,0.024611156,0.026096027,NA,NA,NA,NA,NA,NA,NA,NA
7270,PID20170214_RGEDIMachineLearning23_D3_10,0.014819162,0.01902412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7271,PID20170214_RGEDIMachineLearning23_D3_11,0.018692773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7272,PID20170214_RGEDIMachineLearning23_D3_12,0.0129152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7273,PID20170214_RGEDIMachineLearning23_D3_13,0.019275427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7274,PID20170214_RGEDIMachineLearning23_D3_14,0.015928624,0.019877424,0.018544226,0.019292292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7275,PID20170214_RGEDIMachineLearning23_D3_15,0.020569745,0.021352347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7276,PID20170214_RGEDIMachineLearning23_D3_16,0.053167312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7277,PID20170214_RGEDIMachineLearning23_D3_17,0.053051303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7278,PID20170214_RGEDIMachineLearning23_D3_18,0.017968088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7279,PID20170214_RGEDIMachineLearning23_D3_19,0.017486994,0.020902046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7280,PID20170214_RGEDIMachineLearning23_D3_2,0.140744211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7281,PID20170214_RGEDIMachineLearning23_D3_20,0.019368874,0.076672544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7282,PID20170214_RGEDIMachineLearning23_D3_21,0.172549975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7283,PID20170214_RGEDIMachineLearning23_D3_22,0.020695031,0.020047192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7284,PID20170214_RGEDIMachineLearning23_D3_23,0.139085961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7285,PID20170214_RGEDIMachineLearning23_D3_24,0.021222464,0.026170431,0.026719458,0.028159724,0.029578609,0.03017663,0.030266735,NA,NA,NA,NA,NA,NA,NA,NA
7286,PID20170214_RGEDIMachineLearning23_D3_25,0.024719804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7287,PID20170214_RGEDIMachineLearning23_D3_26,0.145101072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7288,PID20170214_RGEDIMachineLearning23_D3_27,0.016834643,0.018544802,0.01990617,0.020373993,0.024054587,0.024126757,0.02414869,NA,NA,NA,NA,NA,NA,NA,NA
7289,PID20170214_RGEDIMachineLearning23_D3_28,0.016524732,0.019585337,0.021442156,0.022541933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7290,PID20170214_RGEDIMachineLearning23_D3_29,0.01895536,0.020802793,0.017105236,0.016232262,0.019382589,0.020910292,NA,NA,NA,NA,NA,NA,NA,NA,NA
7291,PID20170214_RGEDIMachineLearning23_D3_3,0.019290675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7292,PID20170214_RGEDIMachineLearning23_D3_30,0.018743001,0.02069362,0.01943096,0.020450931,0.02126396,0.166645697,NA,NA,NA,NA,NA,NA,NA,NA,NA
7293,PID20170214_RGEDIMachineLearning23_D3_31,0.023081798,0.022375221,0.022020269,0.019801029,0.023766267,0.023303614,0.021453522,NA,NA,NA,NA,NA,NA,NA,NA
7294,PID20170214_RGEDIMachineLearning23_D3_32,0.017780467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7295,PID20170214_RGEDIMachineLearning23_D3_33,0.017212222,0.019082342,0.017306701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7296,PID20170214_RGEDIMachineLearning23_D3_4,0.018010753,0.018655541,0.020676271,0.020193397,0.024111362,0.022270245,NA,NA,NA,NA,NA,NA,NA,NA,NA
7297,PID20170214_RGEDIMachineLearning23_D3_5,0.154261845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7298,PID20170214_RGEDIMachineLearning23_D3_6,0.015985382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7299,PID20170214_RGEDIMachineLearning23_D3_7,0.01867803,0.018433534,0.02066801,0.019718032,0.022315295,0.029022472,0.033795668,NA,NA,NA,NA,NA,NA,NA,NA
7300,PID20170214_RGEDIMachineLearning23_D3_8,0.018191417,0.158450295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7301,PID20170214_RGEDIMachineLearning23_D3_9,0.179133906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7302,PID20170214_RGEDIMachineLearning23_D4_1,0.019822749,0.12870471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7303,PID20170214_RGEDIMachineLearning23_D4_10,0.01949434,0.018346278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7304,PID20170214_RGEDIMachineLearning23_D4_11,0.018030457,0.017894906,0.018765011,0.017568647,0.018987446,0.021279954,0.023408133,NA,NA,NA,NA,NA,NA,NA,NA
7305,PID20170214_RGEDIMachineLearning23_D4_12,0.00760742,0.010561808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7306,PID20170214_RGEDIMachineLearning23_D4_13,0.018829476,0.018852933,0.018957155,0.018882046,0.021296973,0.022682002,0.022363007,NA,NA,NA,NA,NA,NA,NA,NA
7307,PID20170214_RGEDIMachineLearning23_D4_14,0.173900593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7308,PID20170214_RGEDIMachineLearning23_D4_15,0.135382846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7309,PID20170214_RGEDIMachineLearning23_D4_16,0.023455674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7310,PID20170214_RGEDIMachineLearning23_D4_17,0.015990882,0.018617024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7311,PID20170214_RGEDIMachineLearning23_D4_18,0.009732499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7312,PID20170214_RGEDIMachineLearning23_D4_19,0.057980161,0.016571389,0.012091532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7313,PID20170214_RGEDIMachineLearning23_D4_2,0.156876823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7314,PID20170214_RGEDIMachineLearning23_D4_20,0.094761716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7315,PID20170214_RGEDIMachineLearning23_D4_21,0.02069241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7316,PID20170214_RGEDIMachineLearning23_D4_22,0.016511451,0.144274376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7317,PID20170214_RGEDIMachineLearning23_D4_23,0.171204908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7318,PID20170214_RGEDIMachineLearning23_D4_24,0.158373359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7319,PID20170214_RGEDIMachineLearning23_D4_25,0.017105117,0.16550393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7320,PID20170214_RGEDIMachineLearning23_D4_26,0.020954207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7321,PID20170214_RGEDIMachineLearning23_D4_27,0.077093002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7322,PID20170214_RGEDIMachineLearning23_D4_28,0.020605624,0.028760644,0.025469574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7323,PID20170214_RGEDIMachineLearning23_D4_29,0.02147472,0.191469518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7324,PID20170214_RGEDIMachineLearning23_D4_3,0.154511862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7325,PID20170214_RGEDIMachineLearning23_D4_30,0.020972674,0.020476701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7326,PID20170214_RGEDIMachineLearning23_D4_31,0.132395645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7327,PID20170214_RGEDIMachineLearning23_D4_32,0.016916979,0.018548159,0.018656749,0.019575528,0.020800724,0.022590416,0.023381033,NA,NA,NA,NA,NA,NA,NA,NA
7328,PID20170214_RGEDIMachineLearning23_D4_33,0.016984875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7329,PID20170214_RGEDIMachineLearning23_D4_34,0.018267627,0.120415621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7330,PID20170214_RGEDIMachineLearning23_D4_35,0.014521831,0.017066671,0.015745725,0.01734719,0.019707959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7331,PID20170214_RGEDIMachineLearning23_D4_36,0.018721498,0.133270759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7332,PID20170214_RGEDIMachineLearning23_D4_37,0.163743585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7333,PID20170214_RGEDIMachineLearning23_D4_38,0.016412522,0.021882982,0.018528298,0.020488066,0.020299955,0.023986806,0.024087708,NA,NA,NA,NA,NA,NA,NA,NA
7334,PID20170214_RGEDIMachineLearning23_D4_39,0.019934492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7335,PID20170214_RGEDIMachineLearning23_D4_4,0.018790709,0.165282484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7336,PID20170214_RGEDIMachineLearning23_D4_40,0.018250189,0.021825645,0.25496362,0.247735964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7337,PID20170214_RGEDIMachineLearning23_D4_41,0.140977593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7338,PID20170214_RGEDIMachineLearning23_D4_42,0.017688071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7339,PID20170214_RGEDIMachineLearning23_D4_43,0.021858931,0.152731075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7340,PID20170214_RGEDIMachineLearning23_D4_44,0.108460829,0.018317482,0.020971416,0.019210152,0.022600288,0.025855665,0.023088591,NA,NA,NA,NA,NA,NA,NA,NA
7341,PID20170214_RGEDIMachineLearning23_D4_45,0.015768764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7342,PID20170214_RGEDIMachineLearning23_D4_46,0.011963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7343,PID20170214_RGEDIMachineLearning23_D4_47,0.016807428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7344,PID20170214_RGEDIMachineLearning23_D4_48,0.014886049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7345,PID20170214_RGEDIMachineLearning23_D4_49,0.016077766,0.017953963,0.019156872,0.017252354,0.015555641,0.016591408,NA,NA,NA,NA,NA,NA,NA,NA,NA
7346,PID20170214_RGEDIMachineLearning23_D4_5,0.14036391,0.012031004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7347,PID20170214_RGEDIMachineLearning23_D4_50,0.017414413,0.01846897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7348,PID20170214_RGEDIMachineLearning23_D4_51,0.020237798,0.021062335,0.022973833,0.02216218,0.025197702,0.022687383,0.024114864,NA,NA,NA,NA,NA,NA,NA,NA
7349,PID20170214_RGEDIMachineLearning23_D4_52,0.01528693,0.017888643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7350,PID20170214_RGEDIMachineLearning23_D4_53,0.016961299,0.016580361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7351,PID20170214_RGEDIMachineLearning23_D4_6,0.160584501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7352,PID20170214_RGEDIMachineLearning23_D4_7,0.020095983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7353,PID20170214_RGEDIMachineLearning23_D4_8,0.018437419,0.017688428,0.016767759,0.016850638,0.019041036,0.021624713,0.022923235,NA,NA,NA,NA,NA,NA,NA,NA
7354,PID20170214_RGEDIMachineLearning23_D4_9,0.022949071,0.022384748,0.023170262,0.023206567,0.024240103,0.02734713,0.028682827,NA,NA,NA,NA,NA,NA,NA,NA
7355,PID20170214_RGEDIMachineLearning23_D5_1,0.019037713,0.019178695,0.015069348,0.020181662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7356,PID20170214_RGEDIMachineLearning23_D5_10,0.177449879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7357,PID20170214_RGEDIMachineLearning23_D5_11,0.017489145,0.01908385,0.014058494,0.016587576,0.018350915,0.027303416,NA,NA,NA,NA,NA,NA,NA,NA,NA
7358,PID20170214_RGEDIMachineLearning23_D5_12,0.012793074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7359,PID20170214_RGEDIMachineLearning23_D5_13,0.015388279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7360,PID20170214_RGEDIMachineLearning23_D5_14,0.022690478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7361,PID20170214_RGEDIMachineLearning23_D5_15,0.016494429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7362,PID20170214_RGEDIMachineLearning23_D5_16,0.015163142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7363,PID20170214_RGEDIMachineLearning23_D5_17,0.017411188,0.16527717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7364,PID20170214_RGEDIMachineLearning23_D5_18,0.018469238,0.018429637,0.020529563,0.022994549,0.02924791,0.025485469,0.029326063,NA,NA,NA,NA,NA,NA,NA,NA
7365,PID20170214_RGEDIMachineLearning23_D5_19,0.018733647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7366,PID20170214_RGEDIMachineLearning23_D5_2,0.169350313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7367,PID20170214_RGEDIMachineLearning23_D5_20,0.018236746,0.018670582,0.016526419,0.017977289,0.022433962,0.023632892,0.029254285,NA,NA,NA,NA,NA,NA,NA,NA
7368,PID20170214_RGEDIMachineLearning23_D5_21,0.013297385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7369,PID20170214_RGEDIMachineLearning23_D5_22,0.018900035,0.021307002,0.020329277,0.020426622,0.023326028,0.025027564,0.178257635,NA,NA,NA,NA,NA,NA,NA,NA
7370,PID20170214_RGEDIMachineLearning23_D5_23,0.017970234,0.017148144,0.016522454,0.018008593,0.020048465,0.021898969,NA,NA,NA,NA,NA,NA,NA,NA,NA
7371,PID20170214_RGEDIMachineLearning23_D5_24,0.157193339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7372,PID20170214_RGEDIMachineLearning23_D5_25,0.014673529,0.018848388,0.018827303,0.021558085,0.025301883,0.025381506,0.02327027,NA,NA,NA,NA,NA,NA,NA,NA
7373,PID20170214_RGEDIMachineLearning23_D5_26,0.014563295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7374,PID20170214_RGEDIMachineLearning23_D5_27,0.220136442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
